artist_name	nb_artworks	artist_url	date_of_birth	date_of_death	desc	movements	mediums
Louis Comfort Tiffany	182	https://artsandculture.google.com/entity/louis-comfort-tiffany/m0jr3z?categoryId=artist	1848-02-18	1933-01-17	Louis Comfort Tiffany was an American artist and designer who worked in the decorative arts and is best known for his work in stained glass. He is the American artist most associated with the Art Nouveau and Aesthetic movements. He was affiliated with a prestigious collaborative of designers known as the Associated Artists, which included Lockwood de Forest, Candace Wheeler, and Samuel Colman. Tiffany designed stained glass windows and lamps, glass mosaics, blown glass, ceramics, jewellery, enamels, and metalwork. He was the first design director at his family company, Tiffany & Co., founded by his father Charles Lewis Tiffany.	['Art Nouveau', 'Modern art', 'American Impressionism', 'Impressionism']	['Glass', 'Metal', 'Bronze', 'Lead', 'Stained glass', 'Wood']
Annibale Carracci	136	https://artsandculture.google.com/entity/annibale-carracci/m017t6m?categoryId=artist	1560-11-3	1609-07-15	Annibale Carracci was an Italian painter and instructor, active in Bologna and later in Rome. Along with his brother and cousin, Annibale was one of the progenitors, if not founders of a leading strand of the Baroque style, borrowing from styles from both north and south of their native city, and aspiring for a return to classical monumentality, but adding a more vital dynamism. Painters working under Annibale at the gallery of the Palazzo Farnese would be highly influential in Roman painting for decades.	['Classicism', 'Baroque']	['Oil paint', 'Engraving', 'Etching', 'Drawing', 'Laid paper', 'Chalk']
Diego Velázquez	36	https://artsandculture.google.com/entity/diego-vel%C3%A1zquez/m0k92y?categoryId=artist	1599	1660-08-6	"Diego Rodríguez de Silva y Velázquez was a Spanish painter, the leading artist in the court of King Philip IV and of the Spanish Golden Age. He was an individualistic artist of the contemporary Baroque period. He began to paint in a precise tenebrist style, later developing a freer manner characterized by bold brushwork. In addition to numerous renditions of scenes of historical and cultural significance, he painted scores of portraits of the Spanish royal family and commoners, culminating in his masterpiece Las Meninas.
Velázquez's artwork became a model for 19th-century realist and impressionist painters. In the 20th century, artists such as Pablo Picasso, Salvador Dalí and Francis Bacon paid tribute to Velázquez by re-interpreting some of his most iconic images."	['Baroque', 'Antwerp school']	['Oil paint', 'Watercolor painting', 'Laid paper', 'Drawing', 'Wood', 'Engraving']
Giorgio de Chirico	53	https://artsandculture.google.com/entity/giorgio-de-chirico/m01k1lc?categoryId=artist	1888-07-10	1978-11-20	"Giorgio de Chirico was an Italian artist and writer born in Greece. In the years before World War I, he founded the scuola metafisica art movement, which profoundly influenced the surrealists. His most well-known works often feature Roman arcades, long shadows, mannequins, trains, and illogical perspective. His imagery reflects his affinity for the philosophy of Arthur Schopenhauer and of Friedrich Nietzsche, and for the mythology of his birthplace.
After 1919, he became a critic of modern art, studied traditional painting techniques, and worked in a neoclassical or neo-Baroque style, while frequently revisiting the metaphysical themes of his earlier work."	['Modern art', 'Surrealism', 'Metaphysical art', 'Contemporary art', 'Classicism']	['Oil paint', 'Watercolor painting', 'Bronze', 'Metal', 'Sculpture', 'Drawing']
Claude Lorrain	248	https://artsandculture.google.com/entity/claude-lorrain/m0l057?categoryId=artist	1600	1682-11-23	"Claude Lorrain was a French painter, draughtsman and etcher of the Baroque era. He spent most of his life in Italy, and is one of the earliest important artists, apart from his contemporaries in Dutch Golden Age painting, to concentrate on landscape painting. His landscapes are usually turned into the more prestigious genre of history paintings by the addition of a few small figures, typically representing a scene from the Bible or classical mythology.
By the end of the 1630s he was established as the leading landscapist in Italy, and enjoyed large fees for his work. His landscapes gradually became larger, but with fewer figures, more carefully painted, and produced at a lower rate. He was not generally an innovator in landscape painting, except in introducing the Sun and streaming sunlight into many paintings, which had been rare before. He is now thought of as a French painter, but was born in the independent Duchy of Lorraine, and almost all his painting was done in Italy; before the late 19th century he was regarded as a painter of the ""Roman School""."	['Baroque', 'Renaissance']	['Etching', 'Oil paint', 'Ink', 'Pen', 'Drawing', 'Laid paper']
Wen Zhengming	42	https://artsandculture.google.com/entity/wen-zhengming/m04bk8y?categoryId=artist	1470-11-28	1559-03-28	Wen Zhengming, born Wen Bi, was a Chinese painter, calligrapher, and poet during the Ming dynasty. He was regarded as one of the Four Masters of Ming painting.	['Zhao Mengfu', 'Qiu Ying', 'Dong Qichang', 'Mi Fu', 'Tang Yin', 'Shen Zhou']	['Ink', 'Metal', 'Gold', 'Silk', 'Textile', 'Book']
Caravaggio	33	https://artsandculture.google.com/entity/caravaggio/m020bg?categoryId=artist	1571-09-29	1610-07-18	"Michelangelo Merisi da Caravaggio, known as Caravaggio, was an Italian painter active in Rome for most of his artistic life. During the final four years of his life he moved between Naples, Malta, and Sicily until his death. His paintings have been characterized by art critics as combining a realistic observation of the human state, both physical and emotional, with a dramatic use of lighting, which had a formative influence on Baroque painting.
Caravaggio employed close physical observation with a dramatic use of chiaroscuro that came to be known as tenebrism. He made the technique a dominant stylistic element, transfixing subjects in bright shafts of light and darkening shadows. Caravaggio vividly expressed crucial moments and scenes, often featuring violent struggles, torture, and death. He worked rapidly, with live models, preferring to forgo drawings and work directly onto the canvas. His inspiring effect on the new Baroque style that emerged from Mannerism was profound. His influence can be seen directly or indirectly in the work of Peter Paul Rubens, Jusepe de Ribera, Gian Lorenzo Bernini, and Rembrandt."	['Renaissance', 'Baroque', 'Modern art', 'Dada', 'Der Blaue Reiter', 'Fauvism']	['Oil paint', 'Plaster', 'Tempera']
Kunisada	438	https://artsandculture.google.com/entity/kunisada/m01rthq?categoryId=artist	1786	1865-01-12	Utagawa Kunisada, also known as Utagawa Toyokuni III, was the most popular, prolific and commercially successful designer of ukiyo-e woodblock prints in 19th-century Japan. In his own time, his reputation far exceeded that of his contemporaries, Hokusai, Hiroshige and Kuniyoshi.	['Ukiyo-e', 'Academic art']	['Ink', 'Photograph', 'Textile', 'Brocade', 'Metal', 'Silver']
Juan Gris	40	https://artsandculture.google.com/entity/juan-gris/m0435m?categoryId=artist	1887-03-23	1927-05-11	José Victoriano González-Pérez, better known as Juan Gris, was a Spanish painter born in Madrid who lived and worked in France for most of his active period. Closely connected to the innovative artistic genre Cubism, his works are among the movement's most distinctive.	['Modern art', 'Cubism']	['Oil paint', 'Watercolor painting', 'Drawing', 'Graphite', 'Charcoal', 'Gouache']
Eadweard Muybridge	734	https://artsandculture.google.com/entity/eadweard-muybridge/m0gc57?categoryId=artist	1830-04-9	1904-05-8	"Eadweard Muybridge was an English photographer important for his pioneering work in photographic studies of motion, and early work in motion-picture projection. He adopted the first name Eadweard as the original Anglo-Saxon form of Edward, and the surname Muybridge, believing it to be similarly archaic.
Born in Kingston upon Thames in the United Kingdom, at age 20 he emigrated to America as a bookseller, first to New York, and then to San Francisco. Planning a return trip to Europe in 1860, he suffered serious head injuries in a stagecoach crash in Texas. He spent the next few years recuperating in Kingston upon Thames, where he took up professional photography, learning the wet-plate collodion process, and secured at least two British patents for his inventions. He went back to San Francisco in 1867. In 1868 he exhibited large photographs of Yosemite Valley, which made him world-famous.
In 1874 Muybridge shot and killed Major Harry Larkyns, his wife's lover, but was acquitted in a jury trial on the grounds of justifiable homicide. In 1875 he travelled for more than a year in Central America on a photographic expedition."	['Carleton Watkins', 'Étienne-Jules Marey', 'Francis Meadow Sutcliffe', 'Frank Jay Haynes', 'Alfred A. Hart', 'Mark Klett']	['Metal', 'Iron', 'Silver', 'Photograph', 'Book', 'Glass']
Édouard Vuillard	191	https://artsandculture.google.com/entity/%C3%89douard-vuillard/m01_lr8?categoryId=artist	1868-11-11	1940-06-21	"Jean-Édouard Vuillard was a French painter, decorative artist and printmaker. From 1891 through 1900, he was a prominent member of the Nabis, making paintings which assembled areas of pure color, and interior scenes, influenced by Japanese prints, where the subjects were blended into colors and patterns. He also was a decorative artist, painting theater sets, panels for interior decoration, and designing plates and stained glass. After 1900, when the Nabis broke up, he adopted a more realistic style, painting landscapes and interiors with lavish detail and vivid colors. In the 1920s and 1930s he painted portraits of prominent figures in French industry and the arts in their familiar settings.
Vuillard was influenced by Paul Gauguin, among other post-impressionist painters."	['Modern art', 'Les Nabis', 'Post-Impressionism', 'Impressionism']	['Oil paint', 'Photograph', 'Distemper', 'Drawing', 'Watercolor painting', 'Laid paper']
